theme_id,theme_name,code,name
127,영상콘텐츠,035760,CJ ENM
127,영상콘텐츠,035900,JYP Ent.
127,영상콘텐츠,036420,콘텐트리중앙
127,영상콘텐츠,046390,삼화네트웍스
127,영상콘텐츠,047820,초록뱀미디어
127,영상콘텐츠,048550,SM C&C
127,영상콘텐츠,048910,대원미디어
127,영상콘텐츠,051780,큐로홀딩스
127,영상콘텐츠,054780,키이스트
127,영상콘텐츠,068050,팬엔터테인먼트
127,영상콘텐츠,086980,쇼박스
127,영상콘텐츠,122450,KX
127,영상콘텐츠,160550,NEW
127,영상콘텐츠,173940,에프엔씨엔터
127,영상콘텐츠,200350,아티스트스튜디오
127,영상콘텐츠,206560,덱스터
127,영상콘텐츠,210120,캔버스엔
127,영상콘텐츠,241840,에이스토리
127,영상콘텐츠,253450,스튜디오드래곤
127,영상콘텐츠,289220,자이언트스텝
127,영상콘텐츠,310200,애니플러스
127,영상콘텐츠,317530,에피소드컴퍼니
127,영상콘텐츠,322780,코퍼스코리아
127,영상콘텐츠,389140,포바이포
127,영상콘텐츠,403850,더핑크퐁컴퍼니
127,영상콘텐츠,408900,스튜디오미르
127,영상콘텐츠,419530,SAMG엔터
127,영상콘텐츠,432430,와이랩
127,영상콘텐츠,458350,에스팀
127,영상콘텐츠,476080,M83
127,영상콘텐츠,950190,고스트스튜디오
48,영화,012170,아센디오
48,영화,018700,졸스
48,영화,023530,롯데쇼핑
48,영화,035620,바른손이앤에이
48,영화,035760,CJ ENM
48,영화,036420,콘텐트리중앙
48,영화,037760,쎄니트
48,영화,079160,CJ CGV
48,영화,086980,쇼박스
48,영화,160550,NEW
48,영화,206560,덱스터
48,영화,389140,포바이포
597,오가노이드,001060,JW중외제약
597,오가노이드,068330,일신바이오
597,오가노이드,207940,삼성바이오로직스
597,오가노이드,217730,강스템바이오텍
597,오가노이드,223250,드림씨아이에스
597,오가노이드,246710,티앤알바이오팹
597,오가노이드,475960,토모큐브
597,오가노이드,476040,오가노이드사이언스
545,온디바이스 AI,000660,SK하이닉스
545,온디바이스 AI,005930,삼성전자
545,온디바이스 AI,009150,삼성전기
545,온디바이스 AI,033640,네패스
545,온디바이스 AI,054450,텔레칩스
545,온디바이스 AI,058470,리노공업
545,온디바이스 AI,077500,유니퀘스트
545,온디바이스 AI,080220,제주반도체
545,온디바이스 AI,094360,칩스앤미디어
