code,name,market,big_theme,primary_theme,secondary_theme_1,secondary_theme_2,secondary_theme_3,industry,legacy_theme_count,legacy_theme_all,event_theme_all,classification_source,confidence
042500,링네트,KOSDAQ,통신·네트워크,NI(네트워크통합),재택근무/스마트워크,SI(시스템통합),,IT서비스,3,NI(네트워크통합) | SI(시스템통합) | 재택근무/스마트워크,,legacy_theme,높음
067160,SOOP,KOSDAQ,통신·네트워크,SNS(소셜네트워크서비스),가상현실(VR),,,양방향미디어와서비스,4,"SNS(소셜네트워크서비스) | 가상현실(VR) | 스포츠행사 수혜(올림픽, 월드컵 등) | 코리아 밸류업 지수(Korea Value-up Index)","스포츠행사 수혜(올림픽, 월드컵 등) | 코리아 밸류업 지수(Korea Value-up Index)",legacy_theme,높음
104200,NHN벅스,KOSDAQ,통신·네트워크,SNS(소셜네트워크서비스),음원/음반,모바일콘텐츠(스마트폰/태블릿PC),,방송과엔터테인먼트,3,SNS(소셜네트워크서비스) | 모바일콘텐츠(스마트폰/태블릿PC) | 음원/음반,,legacy_theme,높음
010170,대한광통신,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),5G(5세대 이동통신),방위산업/전쟁 및 테러,,통신장비,3,5G(5세대 이동통신) | 광통신(광케이블/광섬유 등) | 방위산업/전쟁 및 테러,,legacy_theme,높음
043260,성호전자,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),LED,전기차,공기청정기,전기제품,4,LED | 공기청정기 | 광통신(광케이블/광섬유 등) | 전기차,,legacy_theme,높음
062970,한국첨단소재,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),양자암호/양자컴퓨팅,통신장비,5G(5세대 이동통신),통신장비,4,5G(5세대 이동통신) | 광통신(광케이블/광섬유 등) | 양자암호/양자컴퓨팅 | 통신장비,,legacy_theme,높음
069540,빛과전자,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),통신장비,5G(5세대 이동통신),,통신장비,3,5G(5세대 이동통신) | 광통신(광케이블/광섬유 등) | 통신장비,,legacy_theme,높음
072950,빛샘전자,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),LED,철도,통신장비,전자장비와기기,4,LED | 광통신(광케이블/광섬유 등) | 철도 | 통신장비,,legacy_theme,높음
092190,서울바이오시스,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),LED,,,디스플레이장비및부품,2,LED | 광통신(광케이블/광섬유 등),,legacy_theme,높음
100590,머큐리,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),통신장비,,,통신장비,2,광통신(광케이블/광섬유 등) | 통신장비,,legacy_theme,높음
115440,우리넷,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),양자암호/양자컴퓨팅,철도,통신장비,통신장비,6,5G(5세대 이동통신) | OLED(유기 발광 다이오드) | 광통신(광케이블/광섬유 등) | 양자암호/양자컴퓨팅 | 철도 | 통신장비,,legacy_theme,높음
218410,RFHIC,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),통신장비,5G(5세대 이동통신),방위산업/전쟁 및 테러,통신장비,4,5G(5세대 이동통신) | 광통신(광케이블/광섬유 등) | 방위산업/전쟁 및 테러 | 통신장비,,legacy_theme,높음
327260,RF머트리얼즈,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),통신장비,방위산업/전쟁 및 테러,,우주항공과국방,3,광통신(광케이블/광섬유 등) | 방위산업/전쟁 및 테러 | 통신장비,,legacy_theme,높음
368770,파이버프로,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),우주항공산업(누리호/인공위성 등),방위산업/전쟁 및 테러,UAM(도심항공모빌리티),전자장비와기기,4,UAM(도심항공모빌리티) | 광통신(광케이블/광섬유 등) | 방위산업/전쟁 및 테러 | 우주항공산업(누리호/인공위성 등),,legacy_theme,높음
388790,라이콤,KOSDAQ,통신·네트워크,광통신(광케이블/광섬유 등),통신장비,5G(5세대 이동통신),자율주행차,통신장비,4,5G(5세대 이동통신) | 광통신(광케이블/광섬유 등) | 자율주행차 | 통신장비,,legacy_theme,높음
036630,세종텔레콤,KOSDAQ,통신·네트워크,마이데이터,재택근무/스마트워크,,,다각화된통신서비스,2,마이데이터 | 재택근무/스마트워크,,legacy_theme,높음
039010,현대에이치티,KOSDAQ,통신·네트워크,보안주(물리),음성인식,스마트홈(홈네트워크),,통신장비,3,보안주(물리) | 스마트홈(홈네트워크) | 음성인식,,legacy_theme,높음
140430,카티스,KOSDAQ,통신·네트워크,보안주(물리),방위산업/전쟁 및 테러,,,통신장비,2,방위산업/전쟁 및 테러 | 보안주(물리),,legacy_theme,높음
046970,우리로,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,통신장비,5G(5세대 이동통신),日 수출 규제(국산화 등),컴퓨터와주변기기,4,5G(5세대 이동통신) | 日 수출 규제(국산화 등) | 양자암호/양자컴퓨팅 | 통신장비,,legacy_theme,높음
050890,쏠리드,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,통신장비,5G(5세대 이동통신),,통신장비,3,5G(5세대 이동통신) | 양자암호/양자컴퓨팅 | 통신장비,,legacy_theme,높음
054920,한컴위드,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,인터넷은행,드론(Drone),핀테크(FinTech),비철금속,8,드론(Drone) | 모바일콘텐츠(스마트폰/태블릿PC) | 보안주(정보) | 블록체인 | 스테이블코인 | 양자암호/양자컴퓨팅 | 인터넷은행 | 핀테크(FinTech),,legacy_theme,높음
056360,코위버,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,통신장비,5G(5세대 이동통신),,통신장비,3,5G(5세대 이동통신) | 양자암호/양자컴퓨팅 | 통신장비,,legacy_theme,높음
091440,한울소재과학,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,통신장비,5G(5세대 이동통신),스마트홈(홈네트워크),통신장비,4,5G(5세대 이동통신) | 스마트홈(홈네트워크) | 양자암호/양자컴퓨팅 | 통신장비,,legacy_theme,높음
115500,케이씨에스,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,철도,화폐/금융자동화기기(디지털화폐 등),키오스크(KIOSK),IT서비스,5,SI(시스템통합) | 양자암호/양자컴퓨팅 | 철도 | 키오스크(KIOSK) | 화폐/금융자동화기기(디지털화폐 등),,legacy_theme,높음
123010,MSDI,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,카메라모듈/부품,,,핸드셋,2,양자암호/양자컴퓨팅 | 카메라모듈/부품,,legacy_theme,높음
223310,사토시홀딩스,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,드론(Drone),스테이블코인,건강기능식품,식품과기본식료품소매,4,건강기능식품 | 드론(Drone) | 스테이블코인 | 양자암호/양자컴퓨팅,,legacy_theme,높음
317120,라닉스,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,보안주(정보),시스템반도체,자율주행차,통신장비,4,보안주(정보) | 시스템반도체 | 양자암호/양자컴퓨팅 | 자율주행차,,legacy_theme,높음
356680,엑스게이트,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,보안주(정보),,,소프트웨어,2,보안주(정보) | 양자암호/양자컴퓨팅,,legacy_theme,높음
456010,아이씨티케이,KOSDAQ,통신·네트워크,양자암호/양자컴퓨팅,보안주(정보),시스템반도체,딥페이크(deepfake),통신장비,4,딥페이크(deepfake) | 보안주(정보) | 시스템반도체 | 양자암호/양자컴퓨팅,,legacy_theme,높음
031310,아이즈비전,KOSDAQ,통신·네트워크,업종:통신장비,,,,통신장비,0,,,industry_fallback,중간
036690,코맥스,KOSDAQ,통신·네트워크,업종:통신장비,,,,통신장비,0,,,industry_fallback,중간
046310,백금T&A,KOSDAQ,통신·네트워크,업종:통신장비,,,,통신장비,0,,,industry_fallback,중간
099520,DGI,KOSDAQ,통신·네트워크,업종:통신장비,,,,통신장비,0,,,industry_fallback,중간
177900,쓰리에이로직스,KOSDAQ,통신·네트워크,업종:통신장비,,,,통신장비,0,,,industry_fallback,중간
380540,옵티코어,KOSDAQ,통신·네트워크,업종:통신장비,,,,통신장비,0,,,industry_fallback,중간
078070,유비쿼스홀딩스,KOSDAQ,통신·네트워크,지주사,,,,통신장비,1,지주사,,legacy_theme,높음
033790,피노,KOSDAQ,통신·네트워크,통신장비,2차전지(소재/부품),2차전지,,전기제품,3,2차전지 | 2차전지(소재/부품) | 통신장비,,legacy_theme,높음
037460,삼지전자,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),,,통신장비,2,5G(5세대 이동통신) | 통신장비,,legacy_theme,높음
039560,다산네트웍스,KOSDAQ,통신·네트워크,통신장비,모바일솔루션(스마트폰),전후 재건(우크라/중동 전쟁 등),,통신장비,3,모바일솔루션(스마트폰) | 전후 재건(우크라/중동 전쟁 등) | 통신장비,,legacy_theme,높음
073490,LIG아큐버,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),,,통신장비,2,5G(5세대 이동통신) | 통신장비,,legacy_theme,높음
078890,가온그룹,KOSDAQ,통신·네트워크,통신장비,지능형로봇/인공지능(AI),음성인식,증강현실(AR),전자제품,4,음성인식 | 증강현실(AR) | 지능형로봇/인공지능(AI) | 통신장비,,legacy_theme,높음
088280,쏘닉스,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),,,핸드셋,2,5G(5세대 이동통신) | 통신장비,,legacy_theme,높음
088800,에이스테크,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),자율주행차,방위산업/전쟁 및 테러,통신장비,4,5G(5세대 이동통신) | 방위산업/전쟁 및 테러 | 자율주행차 | 통신장비,,legacy_theme,높음
095270,웨이브일렉트로,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),방위산업/전쟁 및 테러,,우주항공과국방,3,5G(5세대 이동통신) | 방위산업/전쟁 및 테러 | 통신장비,,legacy_theme,높음
138080,오이솔루션,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),,,통신장비,2,5G(5세대 이동통신) | 통신장비,,legacy_theme,높음
148250,알엔투테크놀로지,KOSDAQ,통신·네트워크,통신장비,페라이트,,,통신장비,2,통신장비 | 페라이트,,legacy_theme,높음
175140,아고스,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),지능형로봇/인공지능(AI),,전자제품,3,5G(5세대 이동통신) | 지능형로봇/인공지능(AI) | 통신장비,,legacy_theme,높음
192410,오늘이엔엠,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),로봇(산업용/협동로봇 등),전후 재건(우크라/중동 전쟁 등),통신장비,4,5G(5세대 이동통신) | 로봇(산업용/협동로봇 등) | 전후 재건(우크라/중동 전쟁 등) | 통신장비,,legacy_theme,높음
200230,텔콘RF제약,KOSDAQ,통신·네트워크,통신장비,제약업체,,,제약,2,제약업체 | 통신장비,,legacy_theme,높음
215790,이노인스트루먼트,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),전후 재건(우크라/중동 전쟁 등),,통신장비,3,5G(5세대 이동통신) | 전후 재건(우크라/중동 전쟁 등) | 통신장비,,legacy_theme,높음
230240,에치에프알,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),,,통신장비,2,5G(5세대 이동통신) | 통신장비,,legacy_theme,높음
289930,웨이비스,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),방위산업/전쟁 및 테러,,우주항공과국방,3,5G(5세대 이동통신) | 방위산업/전쟁 및 테러 | 통신장비,,legacy_theme,높음
340360,다보링크,KOSDAQ,통신·네트워크,통신장비,5G(5세대 이동통신),메타버스(Metaverse),,통신장비,3,5G(5세대 이동통신) | 메타버스(Metaverse) | 통신장비,,legacy_theme,높음
045520,크린앤사이언스,KOSDAQ,화학·정유,공기청정기,마스크,황사/미세먼지,,화학,3,공기청정기 | 마스크 | 황사/미세먼지,,legacy_theme,높음
900290,GRT,KOSDAQ,화학·정유,국내 상장 중국기업,,,,화학,1,국내 상장 중국기업,,legacy_theme,높음
042040,케이피엠테크,KOSDAQ,화학·정유,마스크,,,,화학,1,마스크,,legacy_theme,높음
286750,나노실리칸첨단소재,KOSDAQ,화학·정유,보안주(정보),,,,화학,3,보안주(정보) | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
104480,티케이케미칼,KOSDAQ,화학·정유,석유화학,,,,화학,1,석유화학,,legacy_theme,높음
048830,엔피케이,KOSDAQ,화학·정유,아스콘(아스팔트 콘크리트),,,,화학,1,아스콘(아스팔트 콘크리트),,legacy_theme,높음
008370,원풍,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
036670,삼양케이씨아이,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
045060,오공,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
091970,LSK아이로봇,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
115570,스타플렉스,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
120240,대정화금,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
136410,아셈스,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
221980,케이디켐,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
318000,KBG,KOSDAQ,화학·정유,업종:화학,,,,화학,0,,,industry_fallback,중간
024060,흥구석유,KOSDAQ,화학·정유,윤활유,LPG(액화석유가스),주유소,,석유와가스,3,LPG(액화석유가스) | 윤활유 | 주유소,,legacy_theme,높음
065420,에스아이리소스,KOSDAQ,화학·정유,자원개발,,,,석유와가스,1,자원개발,,legacy_theme,높음
012700,리드코프,KOSDAQ,화학·정유,주유소,,,,석유와가스,2,日제품 불매운동(수혜) | 주유소,日제품 불매운동(수혜),legacy_theme,높음
014970,삼륭물산,KOSDAQ,화학·정유,탈 플라스틱(친환경/생분해성 등),DMZ 평화공원,日 수출 규제(국산화 등),,포장재,3,DMZ 평화공원 | 日 수출 규제(국산화 등) | 탈 플라스틱(친환경/생분해성 등),,legacy_theme,높음
037230,한국팩키지,KOSDAQ,화학·정유,탈 플라스틱(친환경/생분해성 등),,,,포장재,1,탈 플라스틱(친환경/생분해성 등),,legacy_theme,높음
285800,진영,KOSDAQ,화학·정유,탈 플라스틱(친환경/생분해성 등),리모델링/인테리어,,,화학,2,리모델링/인테리어 | 탈 플라스틱(친환경/생분해성 등),,legacy_theme,높음
340440,세림B&G,KOSDAQ,화학·정유,탈 플라스틱(친환경/생분해성 등),,,,포장재,1,탈 플라스틱(친환경/생분해성 등),,legacy_theme,높음
007770,한일화학,KOSDAQ,화학·정유,페라이트,,,,화학,1,페라이트,,legacy_theme,높음
014190,원익큐브,KOSDAQ,화학·정유,폴더블폰,,,,화학,1,폴더블폰,,legacy_theme,높음
187790,나노,KOSDAQ,화학·정유,황사/미세먼지,,,,화학,1,황사/미세먼지,,legacy_theme,높음
066970,엘앤에프,KOSPI,2차전지·전기차,2차전지(LFP/리튬인산철),2차전지(소재/부품),전기차,2차전지,전기제품,4,2차전지 | 2차전지(LFP/리튬인산철) | 2차전지(소재/부품) | 전기차,,legacy_theme,높음
092200,디아이씨,KOSPI,2차전지·전기차,2차전지(나트륨이온),로봇(산업용/협동로봇 등),전기차,자동차부품,자동차부품,6,2차전지(나트륨이온) | 로봇(산업용/협동로봇 등) | 자동차부품 | 전기차 | 쿠팡(coupang) | 탈 플라스틱(친환경/생분해성 등),,legacy_theme,높음
161000,애경케미칼,KOSPI,2차전지·전기차,2차전지(나트륨이온),2차전지(소재/부품),2차전지,석유화학,화학,5,2차전지 | 2차전지(나트륨이온) | 2차전지(소재/부품) | 밸류업(24년 기업가치 제고계획 발표) | 석유화학,밸류업(24년 기업가치 제고계획 발표),legacy_theme,높음
006400,삼성SDI,KOSPI,2차전지·전기차,2차전지(생산),2차전지(나트륨이온),2차전지(전고체),전력저장장치(ESS),전기제품,10,2차전지 | 2차전지(나트륨이온) | 2차전지(생산) | 2차전지(전고체) | IT 대표주 | 리비안(RIVIAN) | 스마트폰 | 아이폰 | 전기차 | 전력저장장치(ESS),,legacy_theme,높음
006405,삼성SDI우,KOSPI,2차전지·전기차,2차전지(생산),2차전지(나트륨이온),2차전지(전고체),전력저장장치(ESS),전기제품,10,2차전지 | 2차전지(나트륨이온) | 2차전지(생산) | 2차전지(전고체) | IT 대표주 | 리비안(RIVIAN) | 스마트폰 | 아이폰 | 전기차 | 전력저장장치(ESS),,legacy_theme_inherited,중간
096770,SK이노베이션,KOSPI,2차전지·전기차,2차전지(생산),2차전지(LFP/리튬인산철),냉각시스템(액침냉각 등),2차전지(전고체),석유와가스,15,2차전지 | 2차전지(LFP/리튬인산철) | 2차전지(생산) | 2차전지(전고체) | LPG(액화석유가스) | 냉각시스템(액침냉각 등) | 밸류업(24년 기업가치 제고계획 발표) | 석유화학 | 윤활유 | 자원개발 | 전기차 | 전력저장장치(ESS) | 정유 | 주유소 | 폐배터리,밸류업(24년 기업가치 제고계획 발표),legacy_theme,높음
096775,SK이노베이션우,KOSPI,2차전지·전기차,2차전지(생산),2차전지(LFP/리튬인산철),냉각시스템(액침냉각 등),2차전지(전고체),석유와가스,15,2차전지 | 2차전지(LFP/리튬인산철) | 2차전지(생산) | 2차전지(전고체) | LPG(액화석유가스) | 냉각시스템(액침냉각 등) | 밸류업(24년 기업가치 제고계획 발표) | 석유화학 | 윤활유 | 자원개발 | 전기차 | 전력저장장치(ESS) | 정유 | 주유소 | 폐배터리,밸류업(24년 기업가치 제고계획 발표),legacy_theme_inherited,중간
373220,LG에너지솔루션,KOSPI,2차전지·전기차,2차전지(생산),2차전지(나트륨이온),2차전지(LFP/리튬인산철),리튬,전기제품,12,2차전지 | 2차전지(LFP/리튬인산철) | 2차전지(나트륨이온) | 2차전지(생산) | 2차전지(전고체) | 니켈 | 리튬 | 밸류업(24년 기업가치 제고계획 발표) | 스페이스X(SpaceX) | 전기차 | 전력저장장치(ESS) | 폐배터리,밸류업(24년 기업가치 제고계획 발표),legacy_theme,높음
004910,조광페인트,KOSPI,2차전지·전기차,2차전지(소재/부품),2차전지,페인트,,건축자재,3,2차전지 | 2차전지(소재/부품) | 페인트,,legacy_theme,높음
005070,코스모신소재,KOSPI,2차전지·전기차,2차전지(소재/부품),전기차,2차전지,MLCC(적층세라믹콘덴서),화학,4,2차전지 | 2차전지(소재/부품) | MLCC(적층세라믹콘덴서) | 전기차,,legacy_theme,높음
006650,대한유화,KOSPI,2차전지·전기차,2차전지(소재/부품),2차전지,석유화학,,화학,3,2차전지 | 2차전지(소재/부품) | 석유화학,,legacy_theme,높음
008730,율촌화학,KOSPI,2차전지·전기차,2차전지(소재/부품),2차전지,日 수출 규제(국산화 등),,포장재,3,2차전지 | 2차전지(소재/부품) | 日 수출 규제(국산화 등),,legacy_theme,높음
014820,동원시스템즈,KOSPI,2차전지·전기차,2차전지(소재/부품),2차전지,,,포장재,4,2차전지 | 2차전지(소재/부품) | 밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
014825,동원시스템즈우,KOSPI,2차전지·전기차,2차전지(소재/부품),2차전지,,,포장재,4,2차전지 | 2차전지(소재/부품) | 밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),legacy_theme_inherited,중간
336370,솔루스첨단소재,KOSPI,2차전지·전기차,2차전지(소재/부품),OLED(유기 발광 다이오드),전기차,2차전지,전자장비와기기,5,2차전지 | 2차전지(소재/부품) | OLED(유기 발광 다이오드) | 전기차 | 코리아 밸류업 지수(Korea Value-up Index),코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
450080,에코프로머티,KOSPI,2차전지·전기차,2차전지(소재/부품),2차전지,니켈,,전기제품,3,2차전지 | 2차전지(소재/부품) | 니켈,,legacy_theme,높음
017370,우신시스템,KOSPI,2차전지·전기차,2차전지(장비),전기차,자동차부품,2차전지,자동차부품,5,2차전지 | 2차전지(장비) | 리비안(RIVIAN) | 자동차부품 | 전기차,,legacy_theme,높음
480370,씨케이솔루션,KOSPI,2차전지·전기차,2차전지(장비),2차전지,,,기계,2,2차전지 | 2차전지(장비),,legacy_theme,높음
011500,한농화성,KOSPI,2차전지·전기차,2차전지(전고체),2차전지(소재/부품),2차전지,,화학,3,2차전지 | 2차전지(소재/부품) | 2차전지(전고체),,legacy_theme,높음
020150,롯데에너지머티리얼즈,KOSPI,2차전지·전기차,2차전지(전고체),2차전지(소재/부품),2차전지,PCB(FPCB 등),전자장비와기기,4,2차전지 | 2차전지(소재/부품) | 2차전지(전고체) | PCB(FPCB 등),,legacy_theme,높음
055490,테이팩스,KOSPI,2차전지·전기차,2차전지(전고체),2차전지(소재/부품),2차전지,폴더블폰,전자장비와기기,5,2차전지 | 2차전지(소재/부품) | 2차전지(전고체) | 스마트폰 | 폴더블폰,,legacy_theme,높음
361610,SK아이이테크놀로지,KOSPI,2차전지·전기차,2차전지(전고체),2차전지(소재/부품),2차전지,,전기제품,3,2차전지 | 2차전지(소재/부품) | 2차전지(전고체),,legacy_theme,높음
457190,이수스페셜티케미컬,KOSPI,2차전지·전기차,2차전지(전고체),2차전지,,,화학,2,2차전지 | 2차전지(전고체),,legacy_theme,높음
003670,포스코퓨처엠,KOSPI,2차전지·전기차,리튬,2차전지(소재/부품),2차전지,,화학,4,2차전지 | 2차전지(소재/부품) | 리튬 | 밸류업(24년 기업가치 제고계획 발표),밸류업(24년 기업가치 제고계획 발표),legacy_theme,높음
004490,세방전지,KOSPI,2차전지·전기차,리튬,전력저장장치(ESS),2차전지,,자동차부품,4,2차전지 | 리튬 | 밸류업(25년 기업가치 제고계획 발표) | 전력저장장치(ESS),밸류업(25년 기업가치 제고계획 발표),legacy_theme,높음
005420,코스모화학,KOSPI,2차전지·전기차,리튬,2차전지(소재/부품),2차전지,폐배터리,화학,4,2차전지 | 2차전지(소재/부품) | 리튬 | 폐배터리,,legacy_theme,높음
025560,미래산업,KOSPI,2차전지·전기차,리튬,반도체 장비,,,반도체와반도체장비,2,리튬 | 반도체 장비,,legacy_theme,높음
004710,한솔테크닉스,KOSPI,2차전지·전기차,무선충전기술,LED,태양광에너지,시스템반도체,전자장비와기기,8,LED | 갤럭시 부품주 | 무선충전기술 | 반도체 재료/부품 | 삼성페이 | 시스템반도체 | 태양광에너지 | 페라이트,,legacy_theme,높음
006260,LS,KOSPI,2차전지·전기차,무선충전기술,광통신(광케이블/광섬유 등),전력설비,풍력에너지,전기장비,7,광통신(광케이블/광섬유 등) | 무선충전기술 | 전력설비 | 전선 | 지주사 | 풍력에너지 | 해저터널(지하화/지하도로 등),,legacy_theme,높음
011070,LG이노텍,KOSPI,2차전지·전기차,무선충전기술,반도체 기판(FC-BGA/PCB/MLB 등),피지컬 AI/휴머노이드 로봇,자율주행차,전자장비와기기,12,메타버스(Metaverse) | 무선충전기술 | 반도체 기판(FC-BGA/PCB/MLB 등) | 밸류업(24년 기업가치 제고계획 발표) | 스마트카(SMART CAR) | 스마트폰 | 아이폰 | 자동차부품 | 자율주행차 | 카메라모듈/부품 | 코리아 밸류업 지수(Korea Value-up Index) | 피지컬 AI/휴머노이드 로봇,밸류업(24년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
090460,비에이치,KOSPI,2차전지·전기차,무선충전기술,아이폰,폴더블폰,PCB(FPCB 등),전자장비와기기,5,PCB(FPCB 등) | 갤럭시 부품주 | 무선충전기술 | 아이폰 | 폴더블폰,,legacy_theme,높음
000240,한국앤컴퍼니,KOSPI,2차전지·전기차,전기차,타이어,지주사,,자동차부품,3,전기차 | 지주사 | 타이어,,legacy_theme,높음
003720,삼영,KOSPI,2차전지·전기차,전기차,,,,화학,1,전기차,,legacy_theme,높음
009900,명신산업,KOSPI,2차전지·전기차,전기차,자동차부품,,,자동차부품,3,자동차부품 | 전기차 | 코리아 밸류업 지수(Korea Value-up Index),코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
010690,화신,KOSPI,2차전지·전기차,전기차,자동차부품,,,자동차부품,2,자동차부품 | 전기차,,legacy_theme,높음
014910,성문전자,KOSPI,2차전지·전기차,전기차,,,,전기제품,1,전기차,,legacy_theme,높음
014915,성문전자우,KOSPI,2차전지·전기차,전기차,,,,전기제품,1,전기차,,legacy_theme_inherited,중간
023810,인팩,KOSPI,2차전지·전기차,전기차,자동차부품,,,자동차부품,2,자동차부품 | 전기차,,legacy_theme,높음
308170,씨티알모빌리티,KOSPI,2차전지·전기차,전기차,자동차부품,,,자동차부품,2,자동차부품 | 전기차,,legacy_theme,높음
024900,디와이덕양,KOSPI,2차전지·전기차,전기차 화재 방지(배터리 열폭주 등),전력저장장치(ESS),전기차,자동차부품,자동차부품,5,그래핀 | 자동차부품 | 전기차 | 전기차 화재 방지(배터리 열폭주 등) | 전력저장장치(ESS),,legacy_theme,높음
200880,서연이화,KOSPI,2차전지·전기차,전기차 화재 방지(배터리 열폭주 등),자동차부품,UAM(도심항공모빌리티),,자동차부품,3,UAM(도심항공모빌리티) | 자동차부품 | 전기차 화재 방지(배터리 열폭주 등),,legacy_theme,높음
214330,금호에이치티,KOSPI,2차전지·전기차,전기차 화재 방지(배터리 열폭주 등),LED,전기차,자동차부품,자동차부품,4,LED | 자동차부품 | 전기차 | 전기차 화재 방지(배터리 열폭주 등),,legacy_theme,높음
372910,한컴라이프케어,KOSPI,2차전지·전기차,전기차 화재 방지(배터리 열폭주 등),방위산업/전쟁 및 테러,마스크,,건강관리장비와용품,4,마스크 | 방위산업/전쟁 및 테러 | 재난/안전(지진/화재 등) | 전기차 화재 방지(배터리 열폭주 등),재난/안전(지진/화재 등),legacy_theme,높음
001740,SK네트웍스,KOSPI,2차전지·전기차,전기차(충전소/충전기),종합상사,마켓컬리(kurly),호텔/리조트,복합기업,5,마켓컬리(kurly) | 밸류업(24년 기업가치 제고계획 발표) | 전기차(충전소/충전기) | 종합상사 | 호텔/리조트,밸류업(24년 기업가치 제고계획 발표),legacy_theme,높음
011690,와이투솔루션,KOSPI,2차전지·전기차,전기차(충전소/충전기),LED,로봇(산업용/협동로봇 등),OLED(유기 발광 다이오드),전자장비와기기,4,LED | OLED(유기 발광 다이오드) | 로봇(산업용/협동로봇 등) | 전기차(충전소/충전기),,legacy_theme,높음
032640,LG유플러스,KOSPI,2차전지·전기차,전기차(충전소/충전기),양자암호/양자컴퓨팅,5G(5세대 이동통신),통신,무선통신서비스,8,5G(5세대 이동통신) | UAM(도심항공모빌리티) | 메타버스(Metaverse) | 밸류업(24년 기업가치 제고계획 발표) | 스마트홈(홈네트워크) | 양자암호/양자컴퓨팅 | 전기차(충전소/충전기) | 통신,밸류업(24년 기업가치 제고계획 발표),legacy_theme,높음
037560,LG헬로비전,KOSPI,2차전지·전기차,전기차(충전소/충전기),,,,방송과엔터테인먼트,1,전기차(충전소/충전기),,legacy_theme,높음
248070,솔루엠,KOSPI,2차전지·전기차,전기차(충전소/충전기),,,,전자장비와기기,1,전기차(충전소/충전기),,legacy_theme,높음
