code,name,market,big_theme,primary_theme,secondary_theme_1,secondary_theme_2,secondary_theme_3,industry,legacy_theme_count,legacy_theme_all,event_theme_all,classification_source,confidence
238120,얼라인드,KOSDAQ,바이오·헬스케어,코로나19(진단키트),코로나19(진단/치료제/백신 개발 등),,,생명과학도구및서비스,2,코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
038530,케이바이오랩스,KOSDAQ,바이오·헬스케어,코로나19(치료제/백신 개발 등),코로나19(진단/치료제/백신 개발 등),,,IT서비스,2,코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등),코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등),legacy_theme,높음
317240,TS트릴리온,KOSDAQ,바이오·헬스케어,탈모 치료,,,,가정용품,1,탈모 치료,,legacy_theme,높음
344860,이노진,KOSDAQ,바이오·헬스케어,탈모 치료,,,,화장품,1,탈모 치료,,legacy_theme,높음
030520,한컴,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),클라우드 컴퓨팅,우주항공산업(누리호/인공위성 등),모바일콘텐츠(스마트폰/태블릿PC),소프트웨어,4,AI 챗봇(챗GPT 등) | 모바일콘텐츠(스마트폰/태블릿PC) | 우주항공산업(누리호/인공위성 등) | 클라우드 컴퓨팅,,legacy_theme,높음
060850,영림원소프트랩,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),클라우드 컴퓨팅,재택근무/스마트워크,,소프트웨어,3,AI 챗봇(챗GPT 등) | 재택근무/스마트워크 | 클라우드 컴퓨팅,,legacy_theme,높음
099390,브레인즈컴퍼니,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),지능형로봇/인공지능(AI),모바일솔루션(스마트폰),,소프트웨어,3,AI 챗봇(챗GPT 등) | 모바일솔루션(스마트폰) | 지능형로봇/인공지능(AI),,legacy_theme,높음
263800,데이타솔루션,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),지능형로봇/인공지능(AI),SI(시스템통합),,IT서비스,3,AI 챗봇(챗GPT 등) | SI(시스템통합) | 지능형로봇/인공지능(AI),,legacy_theme,높음
279600,미디어젠,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),음성인식,,,IT서비스,2,AI 챗봇(챗GPT 등) | 음성인식,,legacy_theme,높음
300080,플리토,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),,,,양방향미디어와서비스,1,AI 챗봇(챗GPT 등),,legacy_theme,높음
301300,바이브컴퍼니,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),지능형로봇/인공지능(AI),,,소프트웨어,2,AI 챗봇(챗GPT 등) | 지능형로봇/인공지능(AI),,legacy_theme,높음
304100,솔트룩스,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),클라우드 컴퓨팅,지능형로봇/인공지능(AI),,IT서비스,3,AI 챗봇(챗GPT 등) | 지능형로봇/인공지능(AI) | 클라우드 컴퓨팅,,legacy_theme,높음
333050,이노테나,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),보안주(정보),,,IT서비스,2,AI 챗봇(챗GPT 등) | 보안주(정보),,legacy_theme,높음
357880,SKAI,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),메타버스(Metaverse),,,IT서비스,2,AI 챗봇(챗GPT 등) | 메타버스(Metaverse),,legacy_theme,높음
402030,코난테크놀로지,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),지능형로봇/인공지능(AI),,,소프트웨어,2,AI 챗봇(챗GPT 등) | 지능형로봇/인공지능(AI),,legacy_theme,높음
417970,모델솔루션,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),스페이스X(SpaceX),,,기계,2,AI 챗봇(챗GPT 등) | 스페이스X(SpaceX),,legacy_theme,높음
443670,에스피소프트,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),클라우드 컴퓨팅,딥페이크(deepfake),,IT서비스,3,AI 챗봇(챗GPT 등) | 딥페이크(deepfake) | 클라우드 컴퓨팅,,legacy_theme,높음
450520,인스웨이브,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),,,,소프트웨어,1,AI 챗봇(챗GPT 등),,legacy_theme,높음
466410,사이냅소프트,KOSDAQ,반도체·AI,AI 챗봇(챗GPT 등),,,,소프트웨어,1,AI 챗봇(챗GPT 등),,legacy_theme,높음
043650,국순당,KOSDAQ,반도체·AI,CXL(컴퓨트익스프레스링크),음식료업종,"주류업(주정, 에탄올 등)",,음료,3,"CXL(컴퓨트익스프레스링크) | 음식료업종 | 주류업(주정, 에탄올 등)",,legacy_theme,높음
080580,오킨스전자,KOSDAQ,반도체·AI,CXL(컴퓨트익스프레스링크),반도체 재료/부품,,,반도체와반도체장비,2,CXL(컴퓨트익스프레스링크) | 반도체 재료/부품,,legacy_theme,높음
092870,엑시콘,KOSDAQ,반도체·AI,CXL(컴퓨트익스프레스링크),반도체 장비,,,반도체와반도체장비,2,CXL(컴퓨트익스프레스링크) | 반도체 장비,,legacy_theme,높음
253590,네오셈,KOSDAQ,반도체·AI,CXL(컴퓨트익스프레스링크),반도체 장비,,,반도체와반도체장비,2,CXL(컴퓨트익스프레스링크) | 반도체 장비,,legacy_theme,높음
405100,큐알티,KOSDAQ,반도체·AI,CXL(컴퓨트익스프레스링크),전력반도체,온디바이스 AI,HBM(고대역폭메모리),반도체와반도체장비,5,CXL(컴퓨트익스프레스링크) | HBM(고대역폭메모리) | 시스템반도체 | 온디바이스 AI | 전력반도체,,legacy_theme,높음
432720,퀄리타스반도체,KOSDAQ,반도체·AI,CXL(컴퓨트익스프레스링크),온디바이스 AI,시스템반도체,자율주행차,반도체와반도체장비,4,CXL(컴퓨트익스프레스링크) | 시스템반도체 | 온디바이스 AI | 자율주행차,,legacy_theme,높음
440110,파두,KOSDAQ,반도체·AI,CXL(컴퓨트익스프레스링크),시스템반도체,,,반도체와반도체장비,2,CXL(컴퓨트익스프레스링크) | 시스템반도체,,legacy_theme,높음
031980,피에스케이홀딩스,KOSDAQ,반도체·AI,HBM(고대역폭메모리),반도체 장비,,,반도체와반도체장비,4,HBM(고대역폭메모리) | 반도체 장비 | 밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
079370,제우스,KOSDAQ,반도체·AI,HBM(고대역폭메모리),로봇(산업용/협동로봇 등),반도체 장비,,반도체와반도체장비,3,HBM(고대역폭메모리) | 로봇(산업용/협동로봇 등) | 반도체 장비,,legacy_theme,높음
089030,테크윙,KOSDAQ,반도체·AI,HBM(고대역폭메모리),시스템반도체,반도체 장비,,반도체와반도체장비,3,HBM(고대역폭메모리) | 반도체 장비 | 시스템반도체,,legacy_theme,높음
097800,윈팩,KOSDAQ,반도체·AI,HBM(고대역폭메모리),시스템반도체,,,반도체와반도체장비,2,HBM(고대역폭메모리) | 시스템반도체,,legacy_theme,높음
098460,고영,KOSDAQ,반도체·AI,HBM(고대역폭메모리),스마트팩토리(스마트공장),시스템반도체,지능형로봇/인공지능(AI),전자장비와기기,6,HBM(고대역폭메모리) | 반도체 장비 | 스마트팩토리(스마트공장) | 시스템반도체 | 의료기기 | 지능형로봇/인공지능(AI),,legacy_theme,높음
217190,제너셈,KOSDAQ,반도체·AI,HBM(고대역폭메모리),반도체 장비,전자파,,반도체와반도체장비,3,HBM(고대역폭메모리) | 반도체 장비 | 전자파,,legacy_theme,높음
228850,레이언스,KOSDAQ,반도체·AI,HBM(고대역폭메모리),의료기기,,,건강관리장비와용품,2,HBM(고대역폭메모리) | 의료기기,,legacy_theme,높음
232140,와이씨,KOSDAQ,반도체·AI,HBM(고대역폭메모리),반도체 장비,,,반도체와반도체장비,2,HBM(고대역폭메모리) | 반도체 장비,,legacy_theme,높음
254490,미래반도체,KOSDAQ,반도체·AI,HBM(고대역폭메모리),시스템반도체,,,반도체와반도체장비,2,HBM(고대역폭메모리) | 시스템반도체,,legacy_theme,높음
307750,국전,KOSDAQ,반도체·AI,HBM(고대역폭메모리),치매,반도체 재료/부품,제약업체,제약,7,HBM(고대역폭메모리) | 마이코플라스마 폐렴 | 반도체 재료/부품 | 제약업체 | 치매 | 코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등),코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등),legacy_theme,높음
322310,오로스테크놀로지,KOSDAQ,반도체·AI,HBM(고대역폭메모리),반도체 장비,,,반도체와반도체장비,2,HBM(고대역폭메모리) | 반도체 장비,,legacy_theme,높음
348210,넥스틴,KOSDAQ,반도체·AI,HBM(고대역폭메모리),반도체 장비,,,반도체와반도체장비,3,HBM(고대역폭메모리) | 반도체 장비 | 코리아 밸류업 지수(Korea Value-up Index),코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
424980,마이크로투나노,KOSDAQ,반도체·AI,HBM(고대역폭메모리),반도체 재료/부품,,,반도체와반도체장비,2,HBM(고대역폭메모리) | 반도체 재료/부품,,legacy_theme,높음
451220,아이엠티,KOSDAQ,반도체·AI,HBM(고대역폭메모리),반도체 장비,,,반도체와반도체장비,2,HBM(고대역폭메모리) | 반도체 장비,,legacy_theme,높음
093520,매커스,KOSDAQ,반도체·AI,가상화폐(비트코인 등),드론(Drone),태양광에너지,시스템반도체,반도체와반도체장비,4,가상화폐(비트코인 등) | 드론(Drone) | 시스템반도체 | 태양광에너지,,legacy_theme,높음
032580,피델릭스,KOSDAQ,반도체·AI,국내 상장 중국기업,스마트폰,,,반도체와반도체장비,2,국내 상장 중국기업 | 스마트폰,,legacy_theme,높음
054940,엑사이엔씨,KOSDAQ,반도체·AI,그래핀,,,,반도체와반도체장비,1,그래핀,,legacy_theme,높음
036200,유니셈,KOSDAQ,반도체·AI,냉각시스템(액침냉각 등),반도체 장비,,,반도체와반도체장비,2,냉각시스템(액침냉각 등) | 반도체 장비,,legacy_theme,높음
053080,케이엔솔,KOSDAQ,반도체·AI,냉각시스템(액침냉각 등),반도체 장비,2차전지,,기계,4,2차전지 | 냉각시스템(액침냉각 등) | 반도체 장비 | 코로나19(음압병실/음압구급차),코로나19(음압병실/음압구급차),legacy_theme,높음
060310,3S,KOSDAQ,반도체·AI,냉각시스템(액침냉각 등),반도체 재료/부품,여름,,기계,3,냉각시스템(액침냉각 등) | 반도체 재료/부품 | 여름,,legacy_theme,높음
067170,오텍,KOSDAQ,반도체·AI,냉각시스템(액침냉각 등),공기청정기,쿠팡(coupang),여름,기계,7,고령화 사회(노인복지) | 공기청정기 | 냉각시스템(액침냉각 등) | 여름 | 재난/안전(지진/화재 등) | 코로나19(음압병실/음압구급차) | 쿠팡(coupang),재난/안전(지진/화재 등) | 코로나19(음압병실/음압구급차),legacy_theme,높음
083450,GST,KOSDAQ,반도체·AI,냉각시스템(액침냉각 등),반도체 장비,콜드체인(저온 유통),,반도체와반도체장비,3,냉각시스템(액침냉각 등) | 반도체 장비 | 콜드체인(저온 유통),,legacy_theme,높음
107640,한중엔시에스,KOSDAQ,반도체·AI,냉각시스템(액침냉각 등),전기차 화재 방지(배터리 열폭주 등),전력저장장치(ESS),전기차,전기장비,5,냉각시스템(액침냉각 등) | 자동차부품 | 전기차 | 전기차 화재 방지(배터리 열폭주 등) | 전력저장장치(ESS),,legacy_theme,높음
396470,워트,KOSDAQ,반도체·AI,냉각시스템(액침냉각 등),HBM(고대역폭메모리),반도체 장비,,반도체와반도체장비,3,HBM(고대역폭메모리) | 냉각시스템(액침냉각 등) | 반도체 장비,,legacy_theme,높음
033640,네패스,KOSDAQ,반도체·AI,뉴로모픽 반도체,온디바이스 AI,시스템반도체,지능형로봇/인공지능(AI),반도체와반도체장비,5,뉴로모픽 반도체 | 반도체 재료/부품 | 시스템반도체 | 온디바이스 AI | 지능형로봇/인공지능(AI),,legacy_theme,높음
092600,앤씨앤,KOSDAQ,반도체·AI,뉴로모픽 반도체,보안주(물리),시스템반도체,자율주행차,전자제품,5,CCTV＆DVR | 뉴로모픽 반도체 | 보안주(물리) | 시스템반도체 | 자율주행차,,legacy_theme,높음
330860,네패스아크,KOSDAQ,반도체·AI,뉴로모픽 반도체,온디바이스 AI,시스템반도체,반도체 장비,반도체와반도체장비,4,뉴로모픽 반도체 | 반도체 장비 | 시스템반도체 | 온디바이스 AI,,legacy_theme,높음
389020,자람테크놀로지,KOSDAQ,반도체·AI,뉴로모픽 반도체,광통신(광케이블/광섬유 등),통신장비,5G(5세대 이동통신),통신장비,5,5G(5세대 이동통신) | 광통신(광케이블/광섬유 등) | 뉴로모픽 반도체 | 시스템반도체 | 통신장비,,legacy_theme,높음
394280,오픈엣지테크놀로지,KOSDAQ,반도체·AI,뉴로모픽 반도체,CXL(컴퓨트익스프레스링크),온디바이스 AI,HBM(고대역폭메모리),반도체와반도체장비,5,CXL(컴퓨트익스프레스링크) | HBM(고대역폭메모리) | 뉴로모픽 반도체 | 시스템반도체 | 온디바이스 AI,,legacy_theme,높음
445090,에이직랜드,KOSDAQ,반도체·AI,뉴로모픽 반도체,시스템반도체,,,반도체와반도체장비,2,뉴로모픽 반도체 | 시스템반도체,,legacy_theme,높음
036710,심텍홀딩스,KOSDAQ,반도체·AI,반도체 기판(FC-BGA/PCB/MLB 등),,,,반도체와반도체장비,1,반도체 기판(FC-BGA/PCB/MLB 등),,legacy_theme,높음
064290,인텍플러스,KOSDAQ,반도체·AI,반도체 기판(FC-BGA/PCB/MLB 등),반도체 장비,2차전지,,반도체와반도체장비,3,2차전지 | 반도체 기판(FC-BGA/PCB/MLB 등) | 반도체 장비,,legacy_theme,높음
077360,덕산하이메탈,KOSDAQ,반도체·AI,반도체 기판(FC-BGA/PCB/MLB 등),드론(Drone),우주항공산업(누리호/인공위성 등),반도체 재료/부품,반도체와반도체장비,6,그래핀 | 드론(Drone) | 반도체 기판(FC-BGA/PCB/MLB 등) | 반도체 재료/부품 | 방위산업/전쟁 및 테러 | 우주항공산업(누리호/인공위성 등),,legacy_theme,높음
085910,네오티스,KOSDAQ,반도체·AI,반도체 기판(FC-BGA/PCB/MLB 등),전기차,자동차부품,PCB(FPCB 등),자동차부품,4,PCB(FPCB 등) | 반도체 기판(FC-BGA/PCB/MLB 등) | 자동차부품 | 전기차,,legacy_theme,높음
323280,태성,KOSDAQ,반도체·AI,반도체 기판(FC-BGA/PCB/MLB 등),유리 기판,온디바이스 AI,전기차 화재 방지(배터리 열폭주 등),전자장비와기기,5,PCB(FPCB 등) | 반도체 기판(FC-BGA/PCB/MLB 등) | 온디바이스 AI | 유리 기판 | 전기차 화재 방지(배터리 열폭주 등),,legacy_theme,높음
323350,다원넥스뷰,KOSDAQ,반도체·AI,반도체 기판(FC-BGA/PCB/MLB 등),반도체 장비,,,반도체와반도체장비,2,반도체 기판(FC-BGA/PCB/MLB 등) | 반도체 장비,,legacy_theme,높음
420770,기가비스,KOSDAQ,반도체·AI,반도체 기판(FC-BGA/PCB/MLB 등),유리 기판,반도체 장비,,반도체와반도체장비,3,반도체 기판(FC-BGA/PCB/MLB 등) | 반도체 장비 | 유리 기판,,legacy_theme,높음
037350,성도이엔지,KOSDAQ,반도체·AI,반도체 장비,,,,건설,1,반도체 장비,,legacy_theme,높음
041520,이엘씨,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
045300,성우테크론,KOSDAQ,반도체·AI,반도체 장비,PCB(FPCB 등),,,반도체와반도체장비,2,PCB(FPCB 등) | 반도체 장비,,legacy_theme,높음
071280,로체시스템즈,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
084370,유진테크,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
089790,제이티,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
089970,브이엠,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
140070,서플러스글로벌,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
140860,파크시스템스,KOSDAQ,반도체·AI,반도체 장비,,,,전자장비와기기,2,반도체 장비 | 코리아 밸류업 지수(Korea Value-up Index),코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
159010,아스플로,KOSDAQ,반도체·AI,반도체 장비,,,,기계,1,반도체 장비,,legacy_theme,높음
224060,더코디,KOSDAQ,반도체·AI,반도체 장비,면역항암제,,,전기제품,2,면역항암제 | 반도체 장비,,legacy_theme,높음
227950,엔투텍,KOSDAQ,반도체·AI,반도체 장비,모더나(MODERNA),,,반도체와반도체장비,2,모더나(MODERNA) | 반도체 장비,,legacy_theme,높음
402490,그린리소스,KOSDAQ,반도체·AI,반도체 장비,희귀금속(희토류 등),,,반도체와반도체장비,2,반도체 장비 | 희귀금속(희토류 등),,legacy_theme,높음
417840,저스템,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
452160,제이엔비,KOSDAQ,반도체·AI,반도체 장비,,,,반도체와반도체장비,1,반도체 장비,,legacy_theme,높음
005290,동진쎄미켐,KOSDAQ,반도체·AI,반도체 재료/부품,日 수출 규제(국산화 등),,,반도체와반도체장비,3,日 수출 규제(국산화 등) | 반도체 재료/부품 | 코리아 밸류업 지수(Korea Value-up Index),코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
024850,HLB이노베이션,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
031330,에스에이엠티,KOSDAQ,반도체·AI,반도체 재료/부품,,,,전자장비와기기,1,반도체 재료/부품,,legacy_theme,높음
052900,KX하이텍,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
074600,원익QnC,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
078350,한양디지텍,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
092070,디엔에프,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
098120,마이크로컨텍솔,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
101160,월덱스,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
102710,이엔에프테크놀로지,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
114810,한솔아이원스,KOSDAQ,반도체·AI,반도체 재료/부품,OLED(유기 발광 다이오드),,,반도체와반도체장비,2,OLED(유기 발광 다이오드) | 반도체 재료/부품,,legacy_theme,높음
144960,뉴파워프라즈마,KOSDAQ,반도체·AI,반도체 재료/부품,OLED(유기 발광 다이오드),,,반도체와반도체장비,2,OLED(유기 발광 다이오드) | 반도체 재료/부품,,legacy_theme,높음
146320,비씨엔씨,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
147760,피엠티,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
155650,와이엠씨,KOSDAQ,반도체·AI,반도체 재료/부품,OLED(유기 발광 다이오드),,,디스플레이장비및부품,2,OLED(유기 발광 다이오드) | 반도체 재료/부품,,legacy_theme,높음
166090,하나머티리얼즈,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
219130,타이거일렉,KOSDAQ,반도체·AI,반도체 재료/부품,PCB(FPCB 등),,,반도체와반도체장비,2,PCB(FPCB 등) | 반도체 재료/부품,,legacy_theme,높음
252990,샘씨엔에스,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
311320,지오엘리먼트,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
357780,솔브레인,KOSDAQ,반도체·AI,반도체 재료/부품,2차전지(소재/부품),2차전지,日 수출 규제(국산화 등),반도체와반도체장비,6,2차전지 | 2차전지(소재/부품) | 日 수출 규제(국산화 등) | 반도체 재료/부품 | 밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),밸류업(25년 기업가치 제고계획 발표) | 코리아 밸류업 지수(Korea Value-up Index),legacy_theme,높음
388210,씨엠티엑스,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
417500,제이아이테크,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
425040,티이엠씨,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
445180,퓨릿,KOSDAQ,반도체·AI,반도체 재료/부품,,,,반도체와반도체장비,1,반도체 재료/부품,,legacy_theme,높음
482630,삼양엔씨켐,KOSDAQ,반도체·AI,반도체 재료/부품,日 수출 규제(국산화 등),,,반도체와반도체장비,2,日 수출 규제(국산화 등) | 반도체 재료/부품,,legacy_theme,높음
014570,고려제약,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",치매,제약업체,,제약,3,"백신/진단시약/방역(신종플루, AI 등) | 제약업체 | 치매",,legacy_theme,높음
018620,우진비앤지,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",사료,아프리카 돼지열병(ASF),,제약,4,"구제역/광우병 수혜 | 백신/진단시약/방역(신종플루, AI 등) | 사료 | 아프리카 돼지열병(ASF)",구제역/광우병 수혜,legacy_theme,높음
036220,오상헬스케어,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",의료기기,,,생명과학도구및서비스,4,"백신/진단시약/방역(신종플루, AI 등) | 의료기기 | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트)",코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
036480,대성미생물,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",아프리카 돼지열병(ASF),,,제약,3,"구제역/광우병 수혜 | 백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF)",구제역/광우병 수혜,legacy_theme,높음
041960,코미팜,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",아프리카 돼지열병(ASF),,,제약,4,"백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF) | 코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등)",코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등),legacy_theme,높음
043200,파루,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",태양광에너지,태풍 및 장마,아프리카 돼지열병(ASF),에너지장비및서비스,4,"백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF) | 태양광에너지 | 태풍 및 장마",,legacy_theme,높음
044960,이글벳,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",아프리카 돼지열병(ASF),,,제약,2,"백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF)",,legacy_theme,높음
048530,인트론바이오,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",마이코플라스마 폐렴,마이크로바이옴,,생명과학도구및서비스,5,"마이코플라스마 폐렴 | 마이크로바이옴 | 백신/진단시약/방역(신종플루, AI 등) | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트)",코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
054670,대한뉴팜,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",제약업체,아프리카 돼지열병(ASF),,제약,3,"백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF) | 제약업체",,legacy_theme,높음
060590,씨티씨바이오,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",치매,마리화나(대마),사료,제약,7,"마리화나(대마) | 백신/진단시약/방역(신종플루, AI 등) | 사료 | 아프리카 돼지열병(ASF) | 치매 | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트)",코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
061250,화일약품,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",치매,제약업체,마리화나(대마),제약,4,"마리화나(대마) | 백신/진단시약/방역(신종플루, AI 등) | 제약업체 | 치매",,legacy_theme,높음
064550,바이오니아,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",탈모 치료,유전자 치료제/분석,,생물공학,5,"백신/진단시약/방역(신종플루, AI 등) | 유전자 치료제/분석 | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트) | 탈모 치료",코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
072020,중앙백신,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",아프리카 돼지열병(ASF),,,제약,2,"백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF)",,legacy_theme,높음
086060,진바이오텍,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",아프리카 돼지열병(ASF),,,제약,2,"백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF)",,legacy_theme,높음
096530,씨젠,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",유전자 치료제/분석,,,생명과학도구및서비스,4,"백신/진단시약/방역(신종플루, AI 등) | 유전자 치료제/분석 | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트)",코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
109820,진매트릭스,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",,,,생물공학,4,"백신/진단시약/방역(신종플루, AI 등) | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트) | 코로나19(치료제/백신 개발 등)",코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트) | 코로나19(치료제/백신 개발 등),legacy_theme,높음
142760,모아라이프플러스,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",화장품,건강기능식품,,제약,3,"건강기능식품 | 백신/진단시약/방역(신종플루, AI 등) | 화장품",,legacy_theme,높음
153710,옵티팜,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",아프리카 돼지열병(ASF),,,제약,4,"백신/진단시약/방역(신종플루, AI 등) | 아프리카 돼지열병(ASF) | 코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등)",코로나19(진단/치료제/백신 개발 등) | 코로나19(치료제/백신 개발 등),legacy_theme,높음
206640,바디텍메드,KOSDAQ,반도체·AI,"백신/진단시약/방역(신종플루, AI 등)",의료기기,,,생명과학도구및서비스,4,"백신/진단시약/방역(신종플루, AI 등) | 의료기기 | 코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트)",코로나19(진단/치료제/백신 개발 등) | 코로나19(진단키트),legacy_theme,높음
